Триграмма,Частота
"('прицеп', 'автолавка', 'автомобиль')",1
"('автолавка', 'автомобиль', 'медицинский')",1
"('медицинский', 'служба', 'специальный')",1
"('служба', 'специальный', 'лаборатория')",1
"('специальный', 'лаборатория', 'передвижной')",1
"('лаборатория', 'передвижной', 'тягач')",1
"('передвижной', 'тягач', 'седельный')",1
"('седельный', 'автомобиль', 'зерновоз')",1
"('автомобиль', 'зерновоз', 'экскаватор')",1
"('зерновоз', 'экскаватор', 'одноковшовый')",1
"('самосвал', 'кму', 'ломовоз')",1
"('кму', 'ломовоз', 'погрузчик')",1
"('ломовоз', 'погрузчик', 'одноковшовый')",1
"('погрузчик', 'одноковшовый', 'специальный')",1
"('одноковшовый', 'специальный', 'фронтальный')",1
"('специальный', 'фронтальный', 'специализированный')",1
"('фронтальный', 'специализированный', 'сортиментовоз')",1
"('специализированный', 'сортиментовоз', 'автомобиль')",1
"('сортиментовоз', 'автомобиль', 'специальный')",1
"('автомобиль', 'специальный', 'бортовой')",1
"('специальный', 'бортовой', 'кран')",1
"('манипулятор', 'специальный', 'рефрижератор')",1
"('специальный', 'рефрижератор', 'автобус')",1
"('рефрижератор', 'автобус', 'крюковой')",1
"('автобус', 'крюковой', 'погрузчик')",1
"('крюковой', 'погрузчик', 'электрический')",1
